,Bureau of Meteorology station number,Rainfall amount (millimetres),Maximum temperature (Degree C),Minimum temperature (Degree C),Date,Temperature Range
9270,9225,0,24.6,5.1,20/05/2018,19.5
9271,9225,0,25.4,6.3,21/05/2018,19.1
9272,9225,0,28.1,7.9,22/05/2018,20.2
9273,9225,0,28.6,7.5,23/05/2018,21.1
9274,9225,0,27.4,8.6,24/05/2018,18.8
9275,9225,29.2,18.8,13.9,25/05/2018,4.9
9276,9225,24.6,19.3,12.7,26/05/2018,6.6
9277,9225,4.2,21.3,14.8,27/05/2018,6.5
9278,9225,2.8,17.2,9.1,28/05/2018,8.1
9279,9225,0.4,21.2,7.6,29/05/2018,13.6
9280,9225,0,22.3,5.1,30/05/2018,17.2
9281,9225,0,19.1,10.2,31/05/2018,8.9
9282,9225,8.4,18.5,8.1,1/06/2018,10.4
9283,9225,0,19.6,5.3,2/06/2018,14.3
9284,9225,0,22.6,6.2,3/06/2018,16.4
9285,9225,0,20.2,9.8,4/06/2018,10.4
9286,9225,4.4,18.1,13,5/06/2018,5.1
9287,9225,9.4,16.8,12.1,6/06/2018,4.7
9288,9225,20.8,14.1,10.1,7/06/2018,4
9289,9225,7,17.8,4.7,8/06/2018,13.1
9290,9225,0,20.7,9.1,9/06/2018,11.6
9291,9225,21.8,19.8,13.5,10/06/2018,6.3
9292,9225,2.8,16.7,9,11/06/2018,7.7
9293,9225,1.6,19.7,10.7,12/06/2018,9
9294,9225,4.2,17.7,7.2,13/06/2018,10.5
9295,9225,0,20.3,7,14/06/2018,13.3
9296,9225,0,21.2,6.8,15/06/2018,14.4
9297,9225,0,21.5,7.1,16/06/2018,14.4
9298,9225,0,24.1,5.9,17/06/2018,18.2
9299,9225,11.2,17.4,11.9,18/06/2018,5.5
9300,9225,2.4,19.2,7.9,19/06/2018,11.3
9301,9225,4,19.5,10.9,20/06/2018,8.6
9302,9225,0,20.1,9.7,21/06/2018,10.4
9303,9225,0,19.7,9.4,22/06/2018,10.3
9304,9225,0,21.9,7.8,23/06/2018,14.1
9305,9225,0,21.5,6.5,24/06/2018,15
9306,9225,0,19.9,5.3,25/06/2018,14.6
9307,9225,0,19,10.3,26/06/2018,8.7
9308,9225,14.8,16.6,13.4,27/06/2018,3.2
9309,9225,13.6,17.2,8.7,28/06/2018,8.5
9310,9225,0,17,3.8,29/06/2018,13.2
9311,9225,0,18.5,3.9,30/06/2018,14.6
9312,9225,0,22,6.3,1/07/2018,15.7
9313,9225,3.4,18.6,14.8,2/07/2018,3.8
9314,9225,31.2,19.1,14.7,3/07/2018,4.4
9315,9225,2.8,18.9,12.9,4/07/2018,6
9316,9225,10.8,16,9.1,5/07/2018,6.9
9317,9225,1.4,18.5,4.1,6/07/2018,14.4
9318,9225,0,16.8,5.8,7/07/2018,11
9319,9225,0,19.7,5.7,8/07/2018,14
9320,9225,0,21.7,4.9,9/07/2018,16.8
9321,9225,0,22.8,4.6,10/07/2018,18.2
9322,9225,0,19.8,5,11/07/2018,14.8
9323,9225,0,20.5,5.2,12/07/2018,15.3
9324,9225,8.6,19.3,10.6,13/07/2018,8.7
9325,9225,0.8,17.1,8.2,14/07/2018,8.9
9326,9225,23.4,17.8,8.8,15/07/2018,9
9327,9225,6.2,18.2,10.5,16/07/2018,7.7
9328,9225,1.2,18.8,8.8,17/07/2018,10
9329,9225,0,18.7,14.6,18/07/2018,4.1
9330,9225,2,18.4,7.7,19/07/2018,10.7
9331,9225,0,20.5,6.4,20/07/2018,14.1
9332,9225,5.2,20.1,12.3,21/07/2018,7.8
9333,9225,20.2,18.8,14,22/07/2018,4.8
9334,9225,2,19.4,14.3,23/07/2018,5.1
9335,9225,5.4,18.9,12.4,24/07/2018,6.5
9336,9225,0.6,20.7,11.4,25/07/2018,9.3
9337,9225,17.4,20.3,9.7,26/07/2018,10.6
9338,9225,3,17.5,13,27/07/2018,4.5
9339,9225,4.8,17.7,10,28/07/2018,7.7
9340,9225,0,19.8,11.4,29/07/2018,8.4
9341,9225,1.6,18.6,12.8,30/07/2018,5.8
9342,9225,0,19.7,4.8,31/07/2018,14.9
9343,9225,15,16.1,10.7,1/08/2018,5.4
9344,9225,17.8,16.9,6.5,2/08/2018,10.4
9345,9225,10.8,18.1,9.1,3/08/2018,9
9346,9225,24.4,14.8,9.7,4/08/2018,5.1
9347,9225,12.2,14.5,7.5,5/08/2018,7
9348,9225,0,15.4,6.8,6/08/2018,8.6
9349,9225,0.2,19.4,10.8,7/08/2018,8.6
9350,9225,2.2,18.4,11.9,8/08/2018,6.5
9351,9225,19,15.8,11.6,9/08/2018,4.2
9352,9225,11.2,14.8,3.2,10/08/2018,11.6
9353,9225,0.2,17,2.8,11/08/2018,14.2
9354,9225,0,21.4,3.5,12/08/2018,17.9
9355,9225,0,22.4,5.6,13/08/2018,16.8
9356,9225,20,18.4,13.5,14/08/2018,4.9
9357,9225,1.4,18,10.3,15/08/2018,7.7
9358,9225,0,18.7,8.7,16/08/2018,10
9359,9225,3.8,17.9,10.1,17/08/2018,7.8
9360,9225,0,18.5,4.9,18/08/2018,13.6
9361,9225,0,24.3,7.3,19/08/2018,17
9362,9225,0,25.3,15,20/08/2018,10.3
9363,9225,1.6,19.4,11.4,21/08/2018,8
9364,9225,6.8,16.6,8.6,22/08/2018,8
9365,9225,0,18.1,3.7,23/08/2018,14.4
9366,9225,0,20.3,4.6,24/08/2018,15.7
9367,9225,0,21,4.7,25/08/2018,16.3
9368,9225,0,22.3,7.2,26/08/2018,15.1
9369,9225,0,20,7,27/08/2018,13
9370,9225,10,18.4,12.1,28/08/2018,6.3
9371,9225,18.6,14.4,7.6,29/08/2018,6.8
9372,9225,10.8,17.2,7.3,30/08/2018,9.9
9373,9225,0,17.4,7.3,31/08/2018,10.1
9374,9225,0,19.2,10.5,1/09/2018,8.7
9375,9225,0,20,4.5,2/09/2018,15.5
9376,9225,0,20.9,5.1,3/09/2018,15.8
9377,9225,5.2,18.9,10.4,4/09/2018,8.5
9378,9225,4.2,15.7,10.7,5/09/2018,5
9379,9225,1.2,16.6,8.3,6/09/2018,8.3
9380,9225,4.2,19.1,9.2,7/09/2018,9.9
9381,9225,2.6,20.1,10.7,8/09/2018,9.4
9382,9225,0.2,22.1,10.4,9/09/2018,11.7
9383,9225,5.2,20.7,9.4,10/09/2018,11.3
9384,9225,2.6,16.7,10.4,11/09/2018,6.3
9385,9225,0,17.5,7.4,12/09/2018,10.1
9386,9225,0.8,19.1,11.3,13/09/2018,7.8
9387,9225,1.8,17.4,12.9,14/09/2018,4.5
9388,9225,0,19.2,4.9,15/09/2018,14.3
9389,9225,0,17.8,2.8,16/09/2018,15
9390,9225,0.2,17.5,6.4,17/09/2018,11.1
9391,9225,0.2,19.2,4.6,18/09/2018,14.6
9392,9225,0,19.8,7.6,19/09/2018,12.2
9393,9225,0,26.2,6.1,20/09/2018,20.1
9394,9225,0,25,8.7,21/09/2018,16.3
9395,9225,0,28,8.2,22/09/2018,19.8
9396,9225,0,26.9,11,23/09/2018,15.9
9397,9225,0,22.1,12.6,24/09/2018,9.5
9398,9225,0.2,21.5,8,25/09/2018,13.5
9399,9225,0,20.9,7.3,26/09/2018,13.6
9400,9225,0,21.9,9.3,27/09/2018,12.6
9401,9225,0,23.6,10.7,28/09/2018,12.9
9402,9225,4,19.6,11.7,29/09/2018,7.9
9403,9225,2.6,21.8,12,30/09/2018,9.8
9404,9225,0,20.5,13.3,1/10/2018,7.2
9405,9225,0,23.3,11.9,2/10/2018,11.4
9406,9225,0,21,13.3,3/10/2018,7.7
9407,9225,7.4,24.1,14,4/10/2018,10.1
9408,9225,1.8,22.7,14.1,5/10/2018,8.6
9409,9225,0,22.1,14.7,6/10/2018,7.4
9410,9225,0,23.4,12.7,7/10/2018,10.7
9411,9225,0,26.7,13.1,8/10/2018,13.6
9412,9225,0,29.7,14.9,9/10/2018,14.8
9413,9225,4.8,27.6,16.8,10/10/2018,10.8
9414,9225,0.2,24.1,13.9,11/10/2018,10.2
9415,9225,0.2,20.3,17,12/10/2018,3.3
9416,9225,3.4,21,14.2,13/10/2018,6.8
9417,9225,13.4,18.7,10.1,14/10/2018,8.6
9418,9225,0.6,21.4,13.8,15/10/2018,7.6
9419,9225,0,27,7.8,16/10/2018,19.2
9420,9225,0,29.7,12.8,17/10/2018,16.9
9421,9225,3.6,18.5,13.5,18/10/2018,5
9422,9225,3.2,20,9.9,19/10/2018,10.1
9423,9225,0,19.8,9.8,20/10/2018,10
9424,9225,0,21.6,14.8,21/10/2018,6.8
9425,9225,1.4,20,15.1,22/10/2018,4.9
9426,9225,0,21.5,8.2,23/10/2018,13.3
9427,9225,0,20.7,13.6,24/10/2018,7.1
9428,9225,0,25.5,13.8,25/10/2018,11.7
9429,9225,0,28.7,14,26/10/2018,14.7
9430,9225,0,26.1,13.8,27/10/2018,12.3
9431,9225,0,28.1,13,28/10/2018,15.1
9432,9225,0,24.5,13.6,29/10/2018,10.9
9433,9225,0,25.3,13.6,30/10/2018,11.7
9434,9225,0,25.7,13.6,31/10/2018,12.1
9435,9225,0,21.8,14.1,1/11/2018,7.7
9436,9225,0,22.6,11.8,2/11/2018,10.8
9437,9225,0,26.1,14.6,3/11/2018,11.5
9438,9225,0,22,13.3,4/11/2018,8.7
9439,9225,1.8,19.7,14.2,5/11/2018,5.5
9440,9225,0,19.6,11,6/11/2018,8.6
9441,9225,0,23.6,8,7/11/2018,15.6
9442,9225,0,27.3,9.9,8/11/2018,17.4
9443,9225,0,33.8,14.9,9/11/2018,18.9
9444,9225,0,25.8,16.7,10/11/2018,9.1
9445,9225,0,23.4,14.9,11/11/2018,8.5
9446,9225,0,24.2,12.8,12/11/2018,11.4
9447,9225,0,26,16,13/11/2018,10
9448,9225,0,31.5,13.7,14/11/2018,17.8
9449,9225,0,32.3,15.1,15/11/2018,17.2
9450,9225,0,35.9,17.9,16/11/2018,18
9451,9225,0,24.5,18.3,17/11/2018,6.2
9452,9225,0,24.1,17,18/11/2018,7.1
9453,9225,0,21.2,14,19/11/2018,7.2
9454,9225,0,21.1,9.5,20/11/2018,11.6
9455,9225,0,26.3,11.5,21/11/2018,14.8
9456,9225,0,29.6,17,22/11/2018,12.6
9457,9225,1.4,24.2,13.9,23/11/2018,10.3
9458,9225,0,23.4,13.5,24/11/2018,9.9
9459,9225,0,22.9,9.6,25/11/2018,13.3
9460,9225,0,23.2,9.9,26/11/2018,13.3
9461,9225,0,26.8,12.1,27/11/2018,14.7
9462,9225,0,25.8,13.1,28/11/2018,12.7
9463,9225,0,25,13.3,29/11/2018,11.7
9464,9225,0,22.5,13.2,30/11/2018,9.3
9465,9225,0,23,12.9,1/12/2018,10.1
9466,9225,0,30,13.8,2/12/2018,16.2
9467,9225,0,37.8,16.3,3/12/2018,21.5
9468,9225,0,23.4,18.8,4/12/2018,4.6
9469,9225,0,24.9,13.5,5/12/2018,11.4
9470,9225,1.6,22.8,13.1,6/12/2018,9.7
9471,9225,0,25.1,12.3,7/12/2018,12.8
9472,9225,0,28.6,12.5,8/12/2018,16.1
9473,9225,0,30,16,9/12/2018,14
9474,9225,0,28.8,15.5,10/12/2018,13.3
9475,9225,0,23.4,15.1,11/12/2018,8.3
9476,9225,0.2,26.8,16.9,12/12/2018,9.9
9477,9225,0,33.4,15.6,13/12/2018,17.8
9478,9225,0,39.1,17.8,14/12/2018,21.3
9479,9225,0,29.1,20.1,15/12/2018,9
9480,9225,0,29.7,17.4,16/12/2018,12.3
9481,9225,0,26.8,16.5,17/12/2018,10.3
9482,9225,0,25.4,15.4,18/12/2018,10
9483,9225,0,27.9,16.2,19/12/2018,11.7
9484,9225,0,33.3,17,20/12/2018,16.3
9485,9225,0,37.2,17.7,21/12/2018,19.5
9486,9225,0,41.2,23.5,22/12/2018,17.7
9487,9225,0,34.7,19.3,23/12/2018,15.4
9488,9225,0,32.7,17.5,24/12/2018,15.2
9489,9225,0,33.5,17,25/12/2018,16.5
9490,9225,0,28.2,16.8,26/12/2018,11.4
9491,9225,0,26.7,16.1,27/12/2018,10.6
9492,9225,0,25.4,18.3,28/12/2018,7.1
9493,9225,0,27.6,12.8,29/12/2018,14.8
9494,9225,0,28.9,13.4,30/12/2018,15.5
9495,9225,0,31.6,16.5,31/12/2018,15.1
9496,9225,0,32.5,17.2,1/01/2019,15.3
9497,9225,0,23.8,19.7,2/01/2019,4.1
9498,9225,1.8,23.8,17.4,3/01/2019,6.4
9499,9225,0,24.2,10,4/01/2019,14.2
9500,9225,0,32.5,12.9,5/01/2019,19.6
9501,9225,0,36.4,20.3,6/01/2019,16.1
9502,9225,0,32.2,19.7,7/01/2019,12.5
9503,9225,0,33.1,18.3,8/01/2019,14.8
9504,9225,0,31.2,18.5,9/01/2019,12.7
9505,9225,0,25.5,17,10/01/2019,8.5
9506,9225,0,27.5,14.5,11/01/2019,13
9507,9225,0,33.7,14,12/01/2019,19.7
9508,9225,0,27.7,20.1,13/01/2019,7.6
9509,9225,0,28.8,17.7,14/01/2019,11.1
9510,9225,0,29.1,17.1,15/01/2019,12
9511,9225,0,28.1,16.5,16/01/2019,11.6
9512,9225,0,26,16,17/01/2019,10
9513,9225,0,32.8,14.2,18/01/2019,18.6
9514,9225,0,40.4,18.2,19/01/2019,22.2
9515,9225,0,42.1,20,20/01/2019,22.1
9516,9225,0,29.8,19.9,21/01/2019,9.9
9517,9225,0,30.5,19.7,22/01/2019,10.8
9518,9225,0.4,22.2,16,23/01/2019,6.2
9519,9225,4.8,20.6,15,24/01/2019,5.6
9520,9225,0.2,25.7,11.6,25/01/2019,14.1
9521,9225,0,32,15.2,26/01/2019,16.8
9522,9225,0,35.5,16.1,27/01/2019,19.4
9523,9225,0,39.6,13.2,28/01/2019,26.4
9524,9225,0,30.6,14,29/01/2019,16.6
9525,9225,0,30.9,17.3,30/01/2019,13.6
9526,9225,0,36.2,17.3,31/01/2019,18.9
9527,9225,0,38.5,20.1,1/02/2019,18.4
9528,9225,0,27.1,18.3,2/02/2019,8.8
9529,9225,0,29.6,14.4,3/02/2019,15.2
9530,9225,0,30.9,15.7,4/02/2019,15.2
9531,9225,0,33.4,17.5,5/02/2019,15.9
9532,9225,0,36,17.6,6/02/2019,18.4
9533,9225,0,35.5,21.5,7/02/2019,14
9534,9225,0,34.9,19.2,8/02/2019,15.7
9535,9225,0,35,18.2,9/02/2019,16.8
9536,9225,0,35.9,20.1,10/02/2019,15.8
9537,9225,0,26.1,15.2,11/02/2019,10.9
9538,9225,0,27.3,15.6,12/02/2019,11.7
9539,9225,0,32.1,16.2,13/02/2019,15.9
9540,9225,0.2,30.7,15.9,14/02/2019,14.8
9541,9225,0,27.2,17.6,15/02/2019,9.6
9542,9225,0,30.1,18.4,16/02/2019,11.7
9543,9225,0,30.3,18,17/02/2019,12.3
9544,9225,0,31.3,16.1,18/02/2019,15.2
9545,9225,0,32.7,15.6,19/02/2019,17.1
9546,9225,0,31,16.8,20/02/2019,14.2
9547,9225,0,24.6,17.9,21/02/2019,6.7
9548,9225,0,26.6,19.2,22/02/2019,7.4
9549,9225,0,28,16.3,23/02/2019,11.7
9550,9225,0,29.7,17.6,24/02/2019,12.1
9551,9225,0,37,18.8,25/02/2019,18.2
9552,9225,0,35.5,21.5,26/02/2019,14
9553,9225,0,33.4,19,27/02/2019,14.4
9554,9225,0,27.3,19.4,28/02/2019,7.9
9555,9225,0,23.9,18.9,1/03/2019,5
9556,9225,0,25.8,13.7,2/03/2019,12.1
9557,9225,0,34.7,13.3,3/03/2019,21.4
9558,9225,0,39.5,20.3,4/03/2019,19.2
9559,9225,0,30.4,19.9,5/03/2019,10.5
9560,9225,0,30.6,17.6,6/03/2019,13
9561,9225,1.6,25.6,19.6,7/03/2019,6
9562,9225,0.4,29.4,19,8/03/2019,10.4
9563,9225,0.6,24,21.3,9/03/2019,2.7
9564,9225,3.4,29.4,19.7,10/03/2019,9.7
9565,9225,0.2,31.3,17.4,11/03/2019,13.9
9566,9225,0,30.8,17.3,12/03/2019,13.5
9567,9225,0,27.3,15.9,13/03/2019,11.4
9568,9225,0,31.3,16.9,14/03/2019,14.4
9569,9225,0,31,18.5,15/03/2019,12.5
9570,9225,0,28.7,16.9,16/03/2019,11.8
9571,9225,0,33.4,18.6,17/03/2019,14.8
9572,9225,0,34.8,20.9,18/03/2019,13.9
9573,9225,0,34.1,20.4,19/03/2019,13.7
9574,9225,0,31.7,20.2,20/03/2019,11.5
9575,9225,0,31.7,21.8,21/03/2019,9.9
9576,9225,0,28.9,18.8,22/03/2019,10.1
9577,9225,0,27.5,14.6,23/03/2019,12.9
9578,9225,0,25.3,11,24/03/2019,14.3
9579,9225,0,28.1,13.1,25/03/2019,15
9580,9225,0,34,14.8,26/03/2019,19.2
9581,9225,0,29.6,16.3,27/03/2019,13.3
9582,9225,0,27.1,15.8,28/03/2019,11.3
9583,9225,0,27.3,12.9,29/03/2019,14.4
9584,9225,0,30.7,14.1,30/03/2019,16.6
9585,9225,0,35.2,16.7,31/03/2019,18.5
9586,9225,0,26.8,21.3,1/04/2019,5.5
9587,9225,0,29,18.5,2/04/2019,10.5
9588,9225,0,30,18.5,3/04/2019,11.5
9589,9225,0,23,20.2,4/04/2019,2.8
9590,9225,0,24.1,8.8,5/04/2019,15.3
9591,9225,0,24.9,7.2,6/04/2019,17.7
9592,9225,0,25.9,11.5,7/04/2019,14.4
9593,9225,0,28.2,12,8/04/2019,16.2
9594,9225,0,33.6,15.6,9/04/2019,18
9595,9225,0,27.8,13.7,10/04/2019,14.1
9596,9225,0,25,17.5,11/04/2019,7.5
9597,9225,0,27.7,14.6,12/04/2019,13.1
9598,9225,0,28.8,18,13/04/2019,10.8
9599,9225,0,22.8,15.6,14/04/2019,7.2
9600,9225,8.2,22.3,18.5,15/04/2019,3.8
9601,9225,5.6,22.7,17.3,16/04/2019,5.4
9602,9225,3,22.3,12.8,17/04/2019,9.5
9603,9225,0,24,12.1,18/04/2019,11.9
9604,9225,23.4,17.1,10.5,19/04/2019,6.6
9605,9225,4,18.4,5.6,20/04/2019,12.8
9606,9225,0,22.9,5.7,21/04/2019,17.2
9607,9225,0,25.1,6.9,22/04/2019,18.2
9608,9225,0,27.4,8.7,23/04/2019,18.7
9609,9225,0,28.5,10.9,24/04/2019,17.6
9610,9225,0,28.8,13.6,25/04/2019,15.2
9611,9225,0,28.1,14.7,26/04/2019,13.4
9612,9225,0,28.9,9.8,27/04/2019,19.1
9613,9225,0,30.5,10.7,28/04/2019,19.8
9614,9225,0,21.7,14.2,29/04/2019,7.5
9615,9225,0,20.6,6.3,30/04/2019,14.3
9616,9225,0,18,9.2,1/05/2019,8.8
9617,9225,0,19.6,5.5,2/05/2019,14.1
9618,9225,0,27.1,6.6,3/05/2019,20.5
9619,9225,2,24,11.2,4/05/2019,12.8
9620,9225,0.2,22,11.3,5/05/2019,10.7
9621,9225,7.2,20.4,16.2,6/05/2019,4.2
9622,9225,0,21.3,7.2,7/05/2019,14.1
9623,9225,0,22.2,9.5,8/05/2019,12.7
9624,9225,0,22.4,8.1,9/05/2019,14.3
9625,9225,0,24.2,7.9,10/05/2019,16.3
9626,9225,0,24,6.1,11/05/2019,17.9
9627,9225,0,24.9,7.7,12/05/2019,17.2
9628,9225,0,22.3,8.8,13/05/2019,13.5
9629,9225,0,28,8.5,14/05/2019,19.5
9630,9225,0,27.6,7.8,15/05/2019,19.8
9631,9225,0.2,18,14.5,16/05/2019,3.5
9632,9225,1.8,16.7,5.3,17/05/2019,11.4
9633,9225,0,17.4,2.1,18/05/2019,15.3
9634,9225,0,21.2,1.6,19/05/2019,19.6
9635,9225,6,20.9,9.6,20/05/2019,11.3
9636,9225,0.4,20.8,12.7,21/05/2019,8.1
9637,9225,0,21.8,6.8,22/05/2019,15
9638,9225,0,21.2,10.4,23/05/2019,10.8
9639,9225,0,21.1,6.7,24/05/2019,14.4
9640,9225,0,20.5,7.6,25/05/2019,12.9
9641,9225,0,21.7,5.3,26/05/2019,16.4
9642,9225,0,22.1,9.9,27/05/2019,12.2
9643,9225,0,23.3,10.7,28/05/2019,12.6
9644,9225,0,23.3,9.8,29/05/2019,13.5
9645,9225,0,23.6,12.8,30/05/2019,10.8
9646,9225,0,26.5,13.2,31/05/2019,13.3
9647,9225,0,25.5,7.5,1/06/2019,18
9648,9225,0,24.5,5.9,2/06/2019,18.6
9649,9225,0,23.9,7.3,3/06/2019,16.6
9650,9225,0,22.8,7.2,4/06/2019,15.6
9651,9225,0,23,6.1,5/06/2019,16.9
9652,9225,0,22.8,13.4,6/06/2019,9.4
9653,9225,28.4,19.4,11.2,7/06/2019,8.2
9654,9225,6.2,19,10.4,8/06/2019,8.6
9655,9225,17.2,17.5,9.9,9/06/2019,7.6
9656,9225,19.8,19.4,11.6,10/06/2019,7.8
9657,9225,17.6,15.7,9.4,11/06/2019,6.3
9658,9225,17.6,18.2,7.8,12/06/2019,10.4
9659,9225,1,19.7,8.1,13/06/2019,11.6
9660,9225,1.2,17.6,8.4,14/06/2019,9.2
9661,9225,8.8,18.6,7.5,15/06/2019,11.1
9662,9225,0,18.1,10.4,16/06/2019,7.7
9663,9225,0.8,17.3,9.1,17/06/2019,8.2
9664,9225,0,,2.8,18/06/2019,-2.8
9665,9225,0,18.9,2.1,19/06/2019,16.8
9666,9225,0,19.7,4.4,20/06/2019,15.3
9667,9225,0,24.5,9.6,21/06/2019,14.9
9668,9225,0.6,21.3,14.7,22/06/2019,6.6
9669,9225,58,19.9,13.8,23/06/2019,6.1
9670,9225,2.6,19.8,12.3,24/06/2019,7.5
9671,9225,0.2,21,14.9,25/06/2019,6.1
9672,9225,1,20.1,12.2,26/06/2019,7.9
9673,9225,20.6,17.5,12.9,27/06/2019,4.6
9674,9225,10,15.8,7.2,28/06/2019,8.6
9675,9225,0,16.8,7.4,29/06/2019,9.4
9676,9225,0.4,16,10.6,30/06/2019,5.4
9677,9225,9.4,20.2,11.9,1/07/2019,8.3
9678,9225,0.2,20.6,6,2/07/2019,14.6
9679,9225,0,21.7,6.1,3/07/2019,15.6
9680,9225,0,19.1,12,4/07/2019,7.1
9681,9225,44.2,13.5,8.9,5/07/2019,4.6
9682,9225,11.2,18.2,6.8,6/07/2019,11.4
9683,9225,1.6,19.2,9.8,7/07/2019,9.4
9684,9225,0,20.5,5.5,8/07/2019,15
9685,9225,0,18.3,8.8,9/07/2019,9.5
9686,9225,0.2,18.1,9.7,10/07/2019,8.4
9687,9225,0,18.6,10.6,11/07/2019,8
9688,9225,0,18.7,4.4,12/07/2019,14.3
9689,9225,0,19.1,6.7,13/07/2019,12.4
9690,9225,0,19.3,5.8,14/07/2019,13.5
9691,9225,0,19.8,6.4,15/07/2019,13.4
9692,9225,0,21.9,3.8,16/07/2019,18.1
9693,9225,0,22.4,3.3,17/07/2019,19.1
9694,9225,0.8,20.7,8.6,18/07/2019,12.1
9695,9225,5,19.4,12,19/07/2019,7.4
9696,9225,13.2,17.7,8.8,20/07/2019,8.9
9697,9225,5.8,19.2,11.8,21/07/2019,7.4
9698,9225,3.6,17.4,12.5,22/07/2019,4.9
9699,9225,0.2,19,7.4,23/07/2019,11.6
9700,9225,0,20.8,7.1,24/07/2019,13.7
9701,9225,2.6,17,11,25/07/2019,6
9702,9225,0,15.9,10.8,26/07/2019,5.1
9703,9225,10.4,20.3,11.4,27/07/2019,8.9
9704,9225,0.2,19,10.2,28/07/2019,8.8
9705,9225,0,17.3,7.3,29/07/2019,10
9706,9225,0,23.2,7.7,30/07/2019,15.5
9707,9225,0,22.9,6.7,31/07/2019,16.2
9708,9225,0,20.8,5.7,1/08/2019,15.1
9709,9225,0,24.9,6.1,2/08/2019,18.8
9710,9225,0,22.3,12.1,3/08/2019,10.2
9711,9225,1.6,19.6,12.8,4/08/2019,6.8
9712,9225,0.2,18,12.1,5/08/2019,5.9
9713,9225,14.4,16.4,8.2,6/08/2019,8.2
9714,9225,1,16.5,5.5,7/08/2019,11
9715,9225,0,15.8,6.4,8/08/2019,9.4
9716,9225,2.6,18,5.5,9/08/2019,12.5
9717,9225,0.2,19,4.7,10/08/2019,14.3
9718,9225,0,22.5,10.2,11/08/2019,12.3
9719,9225,0,24.7,10.2,12/08/2019,14.5
9720,9225,4.2,20.3,11.4,13/08/2019,8.9
9721,9225,4.8,17.3,10.9,14/08/2019,6.4
9722,9225,2.4,17.6,5,15/08/2019,12.6
9723,9225,0,17.9,7.7,16/08/2019,10.2
9724,9225,26.6,16.1,6.7,17/08/2019,9.4
9725,9225,0,18.6,3.1,18/08/2019,15.5
9726,9225,0,19.5,3.3,19/08/2019,16.2
9727,9225,0,22.8,4.6,20/08/2019,18.2
9728,9225,0,23.5,6.2,21/08/2019,17.3
9729,9225,0,26.4,7.7,22/08/2019,18.7
9730,9225,18.8,15.8,10.3,23/08/2019,5.5
9731,9225,0.2,16.9,3.6,24/08/2019,13.3
9732,9225,0,20.2,5.5,25/08/2019,14.7
9733,9225,0,20.7,5,26/08/2019,15.7
9734,9225,0,23.3,6,27/08/2019,17.3
9735,9225,0,30,9.1,28/08/2019,20.9
9736,9225,0,21.5,11.1,29/08/2019,10.4
9737,9225,28,19.6,13.8,30/08/2019,5.8
9738,9225,9.2,19.2,12.3,31/08/2019,6.9
9739,9225,0.2,19.1,11.7,1/09/2019,7.4
9740,9225,13.8,20.2,9.4,2/09/2019,10.8
9741,9225,3.6,18.2,12.2,3/09/2019,6
9742,9225,1.4,17.4,11.5,4/09/2019,5.9
9743,9225,0,16.9,3.2,5/09/2019,13.7
9744,9225,0,20.2,4.1,6/09/2019,16.1
9745,9225,0,20.8,2.5,7/09/2019,18.3
9746,9225,0,25.1,6.8,8/09/2019,18.3
9747,9225,0,33.1,8.3,9/09/2019,24.8
9748,9225,0,28,10.5,10/09/2019,17.5
9749,9225,0,23.5,13.3,11/09/2019,10.2
9750,9225,0,25.3,11.5,12/09/2019,13.8
9751,9225,0,26.7,12.2,13/09/2019,14.5
9752,9225,0,24.3,14.9,14/09/2019,9.4
9753,9225,0,21.7,11.3,15/09/2019,10.4
9754,9225,0,26.6,13.3,16/09/2019,13.3
9755,9225,0,22.6,12,17/09/2019,10.6
9756,9225,0,21.8,10.6,18/09/2019,11.2
9757,9225,11.4,15.6,9.9,19/09/2019,5.7
9758,9225,1,18,3,20/09/2019,15
9759,9225,0,18.8,5.6,21/09/2019,13.2
9760,9225,0,20.6,5.3,22/09/2019,15.3
9761,9225,0,26.5,8.4,23/09/2019,18.1
9762,9225,0,28.4,10,24/09/2019,18.4
9763,9225,0,23.2,9.8,25/09/2019,13.4
9764,9225,0,22.8,11.3,26/09/2019,11.5
9765,9225,0,22.1,9.6,27/09/2019,12.5
9766,9225,0,23.4,10.4,28/09/2019,13
9767,9225,0,31,11.9,29/09/2019,19.1
9768,9225,0,24,14.9,30/09/2019,9.1
9769,9225,1.8,22.5,11.7,1/10/2019,10.8
9770,9225,0,23.5,8.5,2/10/2019,15
9771,9225,0,26.3,9.3,3/10/2019,17
9772,9225,1,20.3,15,4/10/2019,5.3
9773,9225,,20.4,14.2,5/10/2019,6.2
9774,9225,0,21.3,11,6/10/2019,10.3
9775,9225,0,25.3,10.7,7/10/2019,14.6
9776,9225,0,30.8,12.8,8/10/2019,18
9777,9225,0,28.9,12.4,9/10/2019,16.5
9778,9225,0,23.9,12.6,10/10/2019,11.3
9779,9225,0,21.1,12.6,11/10/2019,8.5
9780,9225,3.2,21.2,13.5,12/10/2019,7.7
9781,9225,0,20.9,9,13/10/2019,11.9
9782,9225,0.8,20.8,14.1,14/10/2019,6.7
9783,9225,0,19.5,6.5,15/10/2019,13
9784,9225,0,21.2,6.8,16/10/2019,14.4
9785,9225,0,22.1,9.8,17/10/2019,12.3
9786,9225,0,25.4,9.9,18/10/2019,15.5
